#,Author,Rating,Date,Date (parsed),Review Text,Language,Review ID
298,سُرى,5,قبل 6 سنوات,2020-04-07,جامعة مميزة أسأل لها ﷲ التوفيق والتمكين وأن يُسخر لها من يعمل بإخلاص وأمانة وإتقان وأن لا يولي عليها من يُغلب مصالحة عن السعي لرفعة وعلو هذا الصرح,ar,ChdDSUhNMG9nS0VJQ0FnSURNaHBmel9BRRAB
299,سُرى,,,,"سُرى
مرشد محلي · 194 مراجعة · 812 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSURNaHBmel9BRRAB
300,يوسف السلامه (ابو باسل),5,تاريخ التعديل: قبل 9 سنوات,2017-04-08,تعد جامعة القصيم من الجامعات الحكومية الشاملة في المملكة العربية السعودية إذ تشتمل على 71 تخصصاً علمياً في المجالات المختلفة، الشرعية والعربية والإنسانية إضافة إلى التخصصات العلمية والهندسية والصحية. وتقدم الجامعة جميع الدرجات العلمية بعد المرحلة الثانوية.,ar,ChZDSUhNMG9nS0VJQ0FnSUN3ajZLblBREAE
301,يوسف السلامه (ابو باسل),,,,"يوسف السلامه (ابو باسل)
مرشد محلي · 124 مراجعة · 755 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUN3ajZLblBREAE
302,لزام ابوريان,,قبل 3 سنوات,2023-04-07,"موقع تسجيل الطلاب والطالبات فاشل وسيئ .
لاي جد متابعه أثناء فترات التسجيل ولايعلم عميد الجامعه عن معانات الطلاب والطالبات عند فتح التسجيل",ar,ChZDSUhNMG9nS0VJQ0FnSUNoN0s2aUdBEAE
303,لزام ابوريان,,,,"لزام ابوريان
مرشد محلي · 72 مراجعة · 59 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUNoN0s2aUdBEAE
304,عوده العنزي,5,قبل سنة,,ماشآءالله تبارك الرحمن جامعة فيها مجتمع كامل,ar,ChdDSUhNMG9nS0VJQ0FnSURIdFptNDFRRRAB
305,عوده العنزي,,,,"عوده العنزي
مرشد محلي · 526 مراجعة · 14 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSURIdFptNDFRRRAB
306,مطابع روعة القمة,5,قبل 4 سنوات,2022-04-07,"قمة الروعة انا شخصيا اتعاملة مع د. محمد صالح قمة الاحترام
نسأل الله التوفيق والنجاح",ar,ChdDSUhNMG9nS0VJQ0FnSUQ2N3Z6Q2p3RRAB
307,مطابع روعة القمة,,,,"مطابع روعة القمة
3 مراجعات",ar,ChdDSUhNMG9nS0VJQ0FnSUQ2N3Z6Q2p3RRAB
308,Haifa Altwoigry,3,قبل 3 سنوات,2023-04-07,اجي عه علشان مدرسة القيادة ...بس الطريق له بعيد ومكان الجامعه صراحه غلط المفروض اقرب للخدمات والمدينه,ar,ChZDSUhNMG9nS0VJQ0FnSUN1OHIzeE1REAE
309,Haifa Altwoigry,,,,"Haifa Altwoigry
مرشد محلي · 698 مراجعة · 146 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUN1OHIzeE1REAE
310,GALXSY A.GALXSY,5,قبل 6 سنوات,2020-04-07,بصفتي طالب فأنا افتخر بالانتساب الى هذا الصرح التعليمي المتميز من عدت جوانب اهمها الدكاترة,ar,ChZDSUhNMG9nS0VJQ0FnSUNVM1pIdk1REAE
311,GALXSY A.GALXSY,,,,"GALXSY A.GALXSY
8 مراجعات · صورة واحدة",ar,ChZDSUhNMG9nS0VJQ0FnSUNVM1pIdk1REAE
312,Abdula Altamimi,,قبل سنتين,,استقبال فتح ملف للطلاب من الساعه ٧.٣٠ إلى الساعه ١٠ ولس باقي 👎 …,ar,ChZDSUhNMG9nS0VJQ0FnSUNaaFkzbGRnEAE
313,Abdula Altamimi,,,,"Abdula Altamimi
مرشد محلي · 31 مراجعة · صورة واحدة",ar,ChZDSUhNMG9nS0VJQ0FnSUNaaFkzbGRnEAE
314,Yahia Tahir,5,قبل 9 سنوات,2017-04-08,تعد ثالث  أكبر جامعة بالمملكة من جهة المساحة ، عدد الطلاب ، الكليات المختلفة حيث توجد بها العديد من التخصصات العلمية والأدبية ، وتنتشر كلياتها العديدة على عدد من المدن بمنطقة القصيم,ar,ChZDSUhNMG9nS0VJQ0FnSUNRN3J5ekRnEAE
315,Yahia Tahir,,,,"Yahia Tahir
مرشد محلي · 13 مراجعة · 3 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUNRN3J5ekRnEAE
316,عبدالرحمن الحربي,5,قبل سنتين,,صرح شامخ وعظيم  الله يبارك للعاملين فيه بجهودهم العظيمة,ar,ChdDSUhNMG9nS0VJQ0FnSUM1djZlaWdnRRAB
317,عبدالرحمن الحربي,,,,"عبدالرحمن الحربي
مرشد محلي · 38 مراجعة · 10 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUM1djZlaWdnRRAB
318,استاذ يوسف,3,قبل 3 سنوات,2023-04-07,مبنى جميل بس يوجد بعض الدكاتره عليهم النظر!,ar,ChZDSUhNMG9nS0VJQ0FnSUNSc0wyamRREAE
319,استاذ يوسف,,,,"استاذ يوسف
مرشد محلي · 56 مراجعة · 6 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUNSc0wyamRREAE
320,qdr e,5,قبل سنتين,,معطيها 5 لان زوجتي حبيبتي تدرس فيها احسنو التعاااملل,ar,ChdDSUhNMG9nS0VJQ0FnSUROanZDbnVBRRAB
321,لقطة مكان,5,قبل سنة,,صرح تعليمي ضخم ماشاء الله.👌 …,ar,ChZDSUhNMG9nS0VJQ0FnSUNmc3F1amJ3EAE
322,لقطة مكان,,,,"لقطة مكان
مرشد محلي · 918 مراجعة · 8,078 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUNmc3F1amJ3EAE
323,روان المشيقح,5,تاريخ التعديل: قبل 4 سنوات,2022-04-07,جامعه مليانة حياة وطاقة ايجابيه ونشاطات,ar,ChdDSUhNMG9nS0VJQ0FnSURHNEp5bTZBRRAB
324,روان المشيقح,,,,"روان المشيقح
مرشد محلي · 175 مراجعة · 76 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSURHNEp5bTZBRRAB
325,Radwan khaled,5,تاريخ التعديل: قبل 7 أشهر,,صرح تعليمي متكامل جامعات في جامعة واحدة,ar,ChdDSUhNMG9nS0VJQ0FnSURmcmZEZXlRRRAB
326,Radwan khaled,,,,"Radwan khaled
مرشد محلي · 20 مراجعة · 5 صور",ar,ChdDSUhNMG9nS0VJQ0FnSURmcmZEZXlRRRAB
327,Abdullah Alqarawi,5,قبل سنة,,المستشفى الجامعي ممتاز جدا,ar,ChdDSUhNMG9nS0VJQ0FnTURBcmN5QjBBRRAB
328,Abdullah Alqarawi,,,,"Abdullah Alqarawi
مرشد محلي · 68 مراجعة · 4 صور",ar,ChdDSUhNMG9nS0VJQ0FnTURBcmN5QjBBRRAB
329,zizo / زيزو,,قبل سنتين,,جامعة خايسه تدخل مافيك الا العافيه مايوصل الميد الى وانت تبغى تنتحر,ar,ChZDSUhNMG9nS0VJQ0FnSUR0LVlhZlB3EAE
330,zizo / زيزو,,,,"zizo / زيزو
4 مراجعات",ar,ChZDSUhNMG9nS0VJQ0FnSUR0LVlhZlB3EAE
331,TAHANY NAWAF,,قبل سنة,,نجمه وحده وكثير !! خير تخرجت ولا لقيت وظيفه شسالفه !,ar,ChdDSUhNMG9nS0VJQ0FnSURId19UeTNRRRAB
332,TAHANY NAWAF,,,,"TAHANY NAWAF
9 مراجعات",ar,ChdDSUhNMG9nS0VJQ0FnSURId19UeTNRRRAB
333,Saleh Ali,4,قبل 8 سنوات,2018-04-08,صرح تعليمي ممتاز,ar,ChdDSUhNMG9nS0VJQ0FnSUNBbEpIa19nRRAB
334,Saleh Ali,,,,"Saleh Ali
مرشد محلي · 491 مراجعة · 1,982 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNBbEpIa19nRRAB
335,ثامر اا,3,قبل سنة,,وش وضع طيور الحب تراكم زقيتم ب الجو,ar,ChdDSUhNMG9nS0VJQ0FnSUN2X01ubDFnRRAB
336,B R,5,قبل سنة,,جامعة ضخمه متطوره مدينة جامعيه بالكامل,ar,ChdDSUhNMG9nS0VJQ0FnSUQ3OThubXFnRRAB
337,B R,,,,"B R
مرشد محلي · 27 مراجعة",ar,ChdDSUhNMG9nS0VJQ0FnSUQ3OThubXFnRRAB
338,MMSSL MMSSLL,5,تاريخ التعديل: قبل 3 سنوات,2023-04-07,ادارة النقل والحركة بجامعة القصيم محترمين وخاصة مدير الإدارة والسكارتارية في مكتب المدير ونعم الرجال قبالهم زين ومنطوقهم زين محترمين جدا ونعم فيهم👍👍 …,ar,ChZDSUhNMG9nS0VJQ0FnSUNhdXJEUEp3EAE
339,MMSSL MMSSLL,,,,"MMSSL MMSSLL
مرشد محلي · 158 مراجعة · 4 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUNhdXJEUEp3EAE
340,khaled heba,5,قبل 5 سنوات,2021-04-07,"لي بها ذكريات كثيرة طيبة
ربنا يوفق كل ابنائنا الطلاب ان شاء الله ويعينهم",ar,ChZDSUhNMG9nS0VJQ0FnSURDLU1DV1pREAE
341,khaled heba,,,,"khaled heba
مرشد محلي · 598 مراجعة · 1,198 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURDLU1DV1pREAE
342,ahmed hafed,4,قبل 3 سنوات,2023-04-07,"مكان جميل ومرتب جدا
زرت الدكتور إبراهيم الحريقي
دكتور ممتاز جدا وأخلاق عالية",ar,ChdDSUhNMG9nS0VJQ0FnSUMyMm82NzFBRRAB
343,ahmed hafed,,,,"ahmed hafed
مرشد محلي · 201 من المراجعات · 5 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUMyMm82NzFBRRAB
344,طلال المانع,5,قبل 4 أشهر,,افضل جامعه,ar,Ci9DQUlRQUNvZENodHljRjlvT2xSUlkybEtVbUpXVG1OUlFqaFJYM0ZtWVZWS1oyYxAB
345,طلال المانع,,,,"طلال المانع
3 مراجعات",ar,Ci9DQUlRQUNvZENodHljRjlvT2xSUlkybEtVbUpXVG1OUlFqaFJYM0ZtWVZWS1oyYxAB
346,التاج عثمان,5,قبل 3 سنوات,2023-04-07,نتمني الانتهاء من تحويله الطريق وقفل الإشارة لسرعة انسياب المرور,ar,ChdDSUhNMG9nS0VJQ0FnSURCellDcGlRRRAB
347,التاج عثمان,,,,"التاج عثمان
مرشد محلي · 46 مراجعة · 7 صور",ar,ChdDSUhNMG9nS0VJQ0FnSURCellDcGlRRRAB
348,Tariq Al-Eid,3,قبل 3 سنوات,2023-04-07,المصليات الخارجية في مواقف السيارات تحتاج مزيد عناية و توسيع ونظافة وزيادة دورات المياه و الحرص على نظافتها,ar,ChZDSUhNMG9nS0VJQ0FnSURlX29YMVhREAE
349,Tariq Al-Eid,,,,"Tariq Al-Eid
مرشد محلي · 115 مراجعة · 69 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURlX29YMVhREAE
350,Esam Alshameri,5,قبل 3 سنوات,2023-04-07,"صرح تعليمي شامخ   اهني الشعب السعودي  بهذا الانجاز
واشكر كل القائمين على ادارة الجامعة فردا فردا",ar,ChdDSUhNMG9nS0VJQ0FnSUNSelBUcjZBRRAB
351,Esam Alshameri,,,,"Esam Alshameri
مرشد محلي · 23 مراجعة · 71 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNSelBUcjZBRRAB
352,Zyad Alhur,,قبل سنة,,اسواء سنين حياتي عشتها بهالجامعه,ar,ChdDSUhNMG9nS0VJQ0FnSUQ3eFlYRzdBRRAB
353,احمد الشمري,,قبل 11 سنة,2015-04-09,طبعا الضحيه فيها الطالب المسكين اللي مايعرف حقوقه بالجامعه .. وكل دكتور يطلع نظام من راسه ولا احد فوقه .. وثانيا .. الموقع  لاتعليق !!,ar,ChZDSUhNMG9nS0VJQ0FnSUNRXy1HMUtREAE
354,احمد الشمري,,,,"احمد الشمري
مرشد محلي · 53 مراجعة · 8 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUNRXy1HMUtREAE
355,رشيد الشلاش,5,قبل شهرين,,متميزة,ar,Ci9DQUlRQUNvZENodHljRjlvT25WYWVHMUxZMFp1TlVOSFIwdzNTVGhQZWtGMGVsRRAB
356,رشيد الشلاش,,,,"رشيد الشلاش
مرشد محلي · 15 مراجعة · صورة واحدة",ar,Ci9DQUlRQUNvZENodHljRjlvT25WYWVHMUxZMFp1TlVOSFIwdzNTVGhQZWtGMGVsRRAB
357,Faris Sami,4,قبل 4 سنوات,2022-04-07,كل شي فيه ممتاز لكن ليتهم يفتحون جميع المداخل من كل الاتجاهات لتسهيل حركة الدخول و الخروج من الجامعة,ar,ChdDSUhNMG9nS0VJQ0FnSURtay1HdXRnRRAB
358,Faris Sami,,,,"Faris Sami
مرشد محلي · 102 من المراجعات · 593 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSURtay1HdXRnRRAB
359,Mohammed Alsayed,3,قبل 5 سنوات,2021-04-07,من الناحيه الإنشائية  تحتاج الى مشروعات خدميه لكى تكون مدينه متكامله  و هذا يحتاج الى تكلفه كبيرة  وزمن لإنجاز تلك المشروعات,ar,ChZDSUhNMG9nS0VJQ0FnSUN5a2NyRlRREAE
360,Mohammed Alsayed,,,,"Mohammed Alsayed
14 مراجعة · صورة واحدة",ar,ChZDSUhNMG9nS0VJQ0FnSUN5a2NyRlRREAE
361,S,,قبل سنتين,,"مسمينها جامعة الزق هههههههههه
شوفوا لكم حل حسنوا وضعكم",ar,ChZDSUhNMG9nS0VJQ0FnSUN0dU4yNUZnEAE
362,وجود عبدالله,,قبل سنتين,,ماتعطون الدو موادها؟ مرفوضه والقمو نجمه وحده👎🏼 …,ar,ChZDSUhNMG9nS0VJQ0FnSUQxNmY3dVRnEAE
363,وجود عبدالله,,,,"وجود عبدالله
مراجعة واحدة",ar,ChZDSUhNMG9nS0VJQ0FnSUQxNmY3dVRnEAE
364,Deema,,قبل سنتين,,نجمة وحده لانكم غثيتوا صديقتي بالاختبارات حسبي الله وكفى,ar,ChdDSUhNMG9nS0VJQ0FnSURWdzVlaGxnRRAB
365,Wjdan Alwabel,,قبل 7 سنوات,2019-04-08,جامعه تفتقر لايستيعاب مدارك الجميع فقط 🙇 الحمد لله طلعت منها وصرت ادرس بمكان افضل 😇 …,ar,ChZDSUhNMG9nS0VJQ0FnSUNvbDdLZGRBEAE
366,Wjdan Alwabel,,,,"Wjdan Alwabel
مرشد محلي · 21 مراجعة · صورة واحدة",ar,ChZDSUhNMG9nS0VJQ0FnSUNvbDdLZGRBEAE
367,3 L,2,قبل 11 شهرًا,2025-05-11,ماعندهم تيل ٠ من عشره,ar,ChdDSUhNMG9nS0VJQ0FnTURJbElqUV9BRRAB
368,Ali Mshari,5,قبل 4 سنوات,2022-04-07,جدا رائعة و متوفر فيها كثير من الاقسام و تخدم المنطقة حتى الي خارج القصيم   بإمكانه الاتحاق بها,ar,ChdDSUhNMG9nS0VJQ0FnSURHMHJ6ZzlRRRAB
369,Ali Mshari,,,,"Ali Mshari
مرشد محلي · 74 مراجعة · صورتان (2)",ar,ChdDSUhNMG9nS0VJQ0FnSURHMHJ6ZzlRRRAB
370,أبو محمد الحسني,5,قبل 3 سنوات,2023-04-07,شكرا على حسن المرور,ar,ChZDSUhNMG9nS0VJQ0FnSUMtd3V6V1pREAE
371,أبو محمد الحسني,,,,"أبو محمد الحسني
4 مراجعات",ar,ChZDSUhNMG9nS0VJQ0FnSUMtd3V6V1pREAE
372,Ayah yoyo,3,قبل سنة,,هل يوجد فيها سكن للطالبات وكم تقدر تكلفته؟,ar,ChdDSUhNMG9nS0VJQ0FnSUNMNGZ6WWhRRRAB
373,Ayah yoyo,,,,"Ayah yoyo
مرشد محلي · 22 مراجعة · 26 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNMNGZ6WWhRRRAB
374,M7md D,3,قبل 7 سنوات,2019-04-08,"موفقين ان شالله
الواسطه  لها  دور كبير هنا

الابتعاث و التدريب الخارجي يجب ان تعرف أحد ( و )",ar,ChdDSUhNMG9nS0VJQ0FnSURnaFpMQmlBRRAB
375,"F,S",,قبل 3 سنوات,2023-04-07,بعيداً عن كل شي صار لي سنه اتصل على رقمهم ولا فيه اي استجابه ليه حاطين الرقم شيلوه من رايي,ar,ChZDSUhNMG9nS0VJQ0FnSUN1MmJtZ0pnEAE
376,"F,S",,,,"F,S
8 مراجعات · 4 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUN1MmJtZ0pnEAE
377,Musaed Alateeqi مساعد العتيقي,5,قبل 4 سنوات,2022-04-07,جامعتي التي تخرجت منها سنة 1410 عندما كان اسمها جامعة الإمام محمد بن سعود الإسلامية,ar,ChdDSUhNMG9nS0VJQ0FnSUNta2VxVTVBRRAB
378,Musaed Alateeqi مساعد العتيقي,,,,"Musaed Alateeqi مساعد العتيقي
مرشد محلي · 414 مراجعة · 366 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUNta2VxVTVBRRAB
379,Rania Joseph,,قبل 4 سنوات,2022-04-07,زينو جامعتكم البيض الي حتى مقهى مافيها والدكاتره يرفعون الضغط كاني ادرس بفلوسهم !!!,ar,ChZDSUhNMG9nS0VJQ0FnSUM2aThQVFhnEAE
380,Rania Joseph,,,,"Rania Joseph
4 مراجعات",ar,ChZDSUhNMG9nS0VJQ0FnSUM2aThQVFhnEAE
381,سنجار الضاري,5,قبل 4 سنوات,2022-04-07,من أرقى الجامعات واعجبني فيها تنظيم حركة ووقوف السيارات,ar,ChZDSUhNMG9nS0VJQ0FnSUNXaExmUkxnEAE
382,سنجار الضاري,,,,"سنجار الضاري
10 مراجعات · صورة واحدة",ar,ChZDSUhNMG9nS0VJQ0FnSUNXaExmUkxnEAE
383,حقائق ابومساعد,4,قبل سنة,,جديدة نظيفة وايضا بعيدة عن المدينة,ar,ChZDSUhNMG9nS0VJQ0FnSURQenN2bkJ3EAE
384,حقائق ابومساعد,,,,"حقائق ابومساعد
مرشد محلي · 331 مراجعة · 47 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURQenN2bkJ3EAE
385,محمد المشيقح,,قبل 10 سنوات,2016-04-08,جامعة تحتاج خلع إداري تام.. وتحتاج لنظام موحد ونظام مركزي..,ar,ChZDSUhNMG9nS0VJQ0FnSUNnaXF5LWN3EAE
386,محمد المشيقح,,,,"محمد المشيقح
مرشد محلي · 360 مراجعة · 69 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUNnaXF5LWN3EAE
387,Faisal AlSaloum,5,قبل سنة,,صرح تعليمي بأعلى معايير الجودة,ar,ChdDSUhNMG9nS0VJQ0FnSUNickp1S3R3RRAB
388,Faisal AlSaloum,,,,"Faisal AlSaloum
مرشد محلي · 94 مراجعة · 4 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUNickp1S3R3RRAB
389,ام البنات,4,قبل 5 سنوات,2021-04-07,اتصل مايردون كيف ممكن اعرف مواعيد التسجيل بدبلوم الموارد البشريه لعام ١٤٤٢ الفصل الثاني ارجو الرد,ar,ChdDSUhNMG9nS0VJQ0FnSUNpOC1lYXdnRRAB
390,ام البنات,,,,"ام البنات
مرشد محلي · 25 مراجعة · 6 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUNpOC1lYXdnRRAB
391,محمد أحمد,5,قبل 6 سنوات,2020-04-07,جامعة عصرية متطورة مواكبة تهتم بالنواحي الاكاديمية والثقافية والاجتماعية,ar,ChdDSUhNMG9nS0VJQ0FnSUNjNlpLVTZ3RRAB
392,محمد أحمد,,,,"محمد أحمد
مرشد محلي · 31 مراجعة",ar,ChdDSUhNMG9nS0VJQ0FnSUNjNlpLVTZ3RRAB
393,نوره,5,قبل 3 سنوات,2023-04-07,اكثر من رائع 👍🏻👍🏻👍🏻 خصوصا قسم طب الاسنان …,ar,ChdDSUhNMG9nS0VJQ0FnSUQyMGItSnRnRRAB
394,نوره,,,,"نوره
مرشد محلي · 109 مراجعات · 196 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUQyMGItSnRnRRAB
395,عبد الرحمن,5,قبل 6 سنوات,2020-04-07,"جامعتي اللي افضل ايام حياتي الدراسية فيها 🌸
صرح تعليمي ومن نجاح الى نجاح 🍂 …",ar,ChdDSUhNMG9nS0VJQ0FnSUNZc3F1by13RRAB
396,عبد الرحمن,,,,"عبد الرحمن
مرشد محلي · 24 مراجعة · صورة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnSUNZc3F1by13RRAB
397,راشد ًالمزيني,4,قبل 4 سنوات,2022-04-07,ترتيب رائع جدا ولاكن المقاعد الدراسيه محدوده جدا,ar,ChZDSUhNMG9nS0VJQ0FnSUM2eVBuclVnEAE
398,راشد ًالمزيني,,,,"راشد ًالمزيني
مرشد محلي · 371 مراجعة · 5 صور",ar,ChZDSUhNMG9nS0VJQ0FnSUM2eVBuclVnEAE
399,محمد الفايز,,قبل 6 سنوات,2020-04-07,هالله يخارجنا منكم 🤣☹️ …,ar,ChZDSUhNMG9nS0VJQ0FnSURNdE5pQVpREAE
400,محمد الفايز,,,,"محمد الفايز
4 مراجعات · 9 صور",ar,ChZDSUhNMG9nS0VJQ0FnSURNdE5pQVpREAE
401,ميس سليمان,5,قبل 5 سنوات,2021-04-07,جميله لكنها بعيده جداااا عن المدينه والسكن كانها  مكان مهجور وكل الطريق شاحنات اشوف المكان خطر والطريق خطر وبعيد,ar,ChdDSUhNMG9nS0VJQ0FnSUNpdWRuOXR3RRAB
402,M. M,5,قبل 5 سنوات,2021-04-07,جامعة القصيم جامعة مميزه وانا قبلت في كلية العلوم تخصص رياضيات ولله الحمد,ar,ChdDSUhNMG9nS0VJQ0FnSUNDeTVpMXVBRRAB
403,Farah 111,2,قبل 3 سنوات,2023-04-07,لو سمحتوا وقفوا تضغطون بنات كليه تصميم الازياء,ar,ChdDSUhNMG9nS0VJQ0FnSUMtM0p6a2t3RRAB
404,Farah 111,,,,"Farah 111
4 مراجعات · صورتان (2)",ar,ChdDSUhNMG9nS0VJQ0FnSUMtM0p6a2t3RRAB
405,هيلة الحميد,5,قبل 4 سنوات,2022-04-07,تجربة جميله جدا من دخلت الي ما استلمت الرخصة موظفات وموظفين رائعين,ar,ChdDSUhNMG9nS0VJQ0FnSURtcUlLT3FBRRAB
406,هيلة الحميد,,,,"هيلة الحميد
مرشد محلي · 133 مراجعة · 9 صور",ar,ChdDSUhNMG9nS0VJQ0FnSURtcUlLT3FBRRAB
407,عيسى بشير العنزي,5,قبل 10 أشهر,,من افضل الجامعات بالمملكة,ar,ChZDSUhNMG9nS0VMaUJnc1MxdGZUaEdnEAE
408,عيسى بشير العنزي,,,,"عيسى بشير العنزي
مرشد محلي · 103 مراجعات · 77 صورة",ar,ChZDSUhNMG9nS0VMaUJnc1MxdGZUaEdnEAE
409,احمد المطيري,5,قبل سنة,,انها حلوه,ar,ChdDSUhNMG9nS0VJQ0FnSURieXFXOHFnRRAB
410,احمد المطيري,,,,"احمد المطيري
5 مراجعات",ar,ChdDSUhNMG9nS0VJQ0FnSURieXFXOHFnRRAB
411,فلوه المزيني,,قبل سنة,,ياليت يكون فيه تخصص علم فلك,ar,ChdDSUhNMG9nS0VJQ0FnSUNiaU02MDRnRRAB
412,فلوه المزيني,,,,"فلوه المزيني
4 مراجعات",ar,ChdDSUhNMG9nS0VJQ0FnSUNiaU02MDRnRRAB
413,Abu Hassa Abu Hassa,,قبل 5 سنوات,2021-04-07,ليوجد محطات وقود قريبه ولا يوجد مواقف مرتبه ب مضلات لسيارات,ar,ChdDSUhNMG9nS0VJQ0FnSUR5OTlMRXZBRRAB
414,Abu Hassa Abu Hassa,,,,"Abu Hassa Abu Hassa
مراجعة واحدة",ar,ChdDSUhNMG9nS0VJQ0FnSUR5OTlMRXZBRRAB
415,‪Elias “B”‬‏,3,قبل 8 سنوات,2018-04-08,تعجبني الجامعة لكن سياسة التعليم العالي غير عادلة ، حلمي اني اتخرج منها,ar,ChZDSUhNMG9nS0VJQ0FnSUN3cXBxZkRBEAE
416,‪Elias “B”‬‏,,,,"‪Elias “B”‬‏
مرشد محلي · 548 مراجعة · 346 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUN3cXBxZkRBEAE
417,الزراعه al. adwani,5,قبل 5 سنوات,2021-04-07,ممتازه كتصميم وان شاءالله ان الكادر التعليمي يواكب هذا التطور,ar,ChZDSUhNMG9nS0VJQ0FnSUNDcGZYSVRREAE
418,الزراعه al. adwani,,,,"الزراعه al. adwani
9 مراجعات",ar,ChZDSUhNMG9nS0VJQ0FnSUNDcGZYSVRREAE
419,hamad al dosary,2,قبل 8 سنوات,2018-04-08,"جامعة الجحيم 🔥
سوف تدخلها شابا طموح
وقد لا تخرج منها الا وانت ممزق تمزيقا شديدا …",ar,ChdDSUhNMG9nS0VJQ0FnSURRbi1QZHFnRRAB
420,hamad al dosary,,,,"hamad al dosary
مرشد محلي · 28 مراجعة · 8 صور",ar,ChdDSUhNMG9nS0VJQ0FnSURRbi1QZHFnRRAB
421,Raneem Ahmed,2,قبل 9 سنوات,2017-04-08,مبنى البنات فاشل ،، والإدارة غير ثابته على رأي وكل سنه يطلعون قرار جديد ولا قلت ليه قالوا مصلحة الطالب 😒 …,ar,ChdDSUhNMG9nS0VJQ0FnSUN3eHNLYW5nRRAB
422,Raneem Ahmed,,,,"Raneem Ahmed
مرشد محلي · 86 مراجعة · 71 صورة",ar,ChdDSUhNMG9nS0VJQ0FnSUN3eHNLYW5nRRAB
423,Mohmmed,5,قبل سنة,,"في كتابي
جامعة القصيم اقوى من جامعة البترول وسعود والامام",ar,ChZDSUhNMG9nS0VJQ0FnSUNYLUxTbUpnEAE
424,Mohmmed,,,,"Mohmmed
مرشد محلي · 36 مراجعة · 28 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUNYLUxTbUpnEAE
425,عبدالعزيز 79,,قبل سنتين,,الطريق حق الجامعة سيئ جداا كله حوادث,ar,ChdDSUhNMG9nS0VJQ0FnSUROLWRQMGdnRRAB
426,عبدالعزيز 79,,,,"عبدالعزيز 79
مرشد محلي · 32 مراجعة · 7 صور",ar,ChdDSUhNMG9nS0VJQ0FnSUROLWRQMGdnRRAB
427,Najla A,,قبل سنتين,,سيئة جدًا ما أنصح فيها إلا للضرورة القصوى,ar,ChdDSUhNMG9nS0VJQ0FnSUMxdm8tYXNnRRAB
428,Abo ziad,,قبل 4 سنوات,2022-04-07,لا يوجد تخصصات زينة في المحافظات جميع التخصصات المرغوبة فقط في بريدة والرس وعنيزة,ar,ChZDSUhNMG9nS0VJQ0FnSUNxMDdmTkN3EAE
429,Abo ziad,,,,"Abo ziad
مرشد محلي · 226 مراجعة · 34 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUNxMDdmTkN3EAE
430,بندر الحربى 33,4,قبل سنتين,,المدينة الجامعة ممتازة ولكن تحتاج  الى الخدمات من الاسواق والخدمات العامة,ar,ChZDSUhNMG9nS0VJQ0FnSURwak1PNUd3EAE
431,بندر الحربى 33,,,,"بندر الحربى 33
مرشد محلي · 193 مراجعة · 43 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSURwak1PNUd3EAE
432,محمد العنزي,5,قبل 7 سنوات,2019-04-08,مكان تعليمي رائع و متوفره جميع الخدمات,ar,ChZDSUhNMG9nS0VJQ0FnSUNvZzV2TEtBEAE
433,محمد العنزي,,,,"محمد العنزي
مرشد محلي · 62 مراجعة · 14 صورة",ar,ChZDSUhNMG9nS0VJQ0FnSUNvZzV2TEtBEAE
434,ابو ماهر الحربي,3,تاريخ التعديل: قبل 3 سنوات,2023-04-07,ينقصها الاهتمام البيئي للطلبه و السكني مقارنة بالجامعة الاسلاميه,ar,ChdDSUhNMG9nS0VJQ0FnSUNHX1liRHNRRRAB
